Mfr	Part	Description	Unit	StandardPack	Price	List	BarCode	Mfr.Part.Unit
DCO	80352	10 3/4 Heigth (For Small Plastic Boxe	EA	1	35.20	53.50	841213010192	DCO.80352.EA
DCO	80354	15" Base Height (For 80320 Sliders)	EA	1	42.27	72.89	80354	DCO.80354.EA
DCO	80360	23 1/2" Wide 22" Deep 15" Height	EA	1	358.97	545.65	841213038240	DCO.80360.EA
DCO	80363	Use With # 80360 4 Drawer Cabinet	EA	1	24.92	37.89	841213041134	DCO.80363.EA
DCO	CATALOGS2016	2016 CATALOGS	EA	1	11.50	11.50		DCO.CATALOGS2016.EA
DCO	CATALOGSUP	SUPPLEMENT TO CATALOG 2010	EA	1	1.00	1.00		DCO.CATALOGSUP.EA
DCO	CATSUPP1	SUPPLEMENT	EA	1	4.50	4.50	841449103385	DCO.CATSUPP1.EA
DCO	D-123MT	10mm Hole Size 20mm Flange 28mm Stem	BG	4	2.21	4.42	841213032019	DCO.D-123MT.BG
DCO	D-123PK	Black Nylon Bumper Fascia Retainers	PK	1	3.37	6.36	841213010222	DCO.D-123PK.PK
DCO	D-124	10MM HOLE SIZE 20MM FLANG	PK	1	3.51	6.87	841213010246	DCO.D-124.PK
DCO	D-124MT	10mm Hole Size 20mm Flange 24mm Stem	BG	4	2.21	4.42	841213032002	DCO.D-124MT.BG
DCO	JL-23MT	13/64" (5.3mm) Hole Size	BG	4	2.21	4.42	841213031838	DCO.JL-23MT.BG
DCO	JL-23PK	Black Nylon Weatherstrip Retainers	PK	1	7.08	14.16	841213010260	DCO.JL-23PK.PK
DCO	JL-24PK	7/64" (2.5mm) Hole Size	BG	1	7.38	11.00	841213010277	DCO.JL-24PK.BG
DCO	JL-26PK	(50) BLUE NYLON SHIELD RETAINERS	BG	1	8.18	12.45		DCO.JL-26PK.BG
DCO	JL-32	3/16 HOLE SIZE 3/8 HE	PK	1	3.57	7.15	841213010314	DCO.JL-32.PK
DCO	JL-32MT	3/16" Hole Size 3/8" Head 17/32" Stem	BG	4	2.21	4.42	841213031562	DCO.JL-32MT.BG
DCO	JL-33	5/16 HOLE SIZE 3/4 HE	PK	5	3.13	6.27	841213010338	DCO.JL-33.PK
DCO	JL-33MT	5/16" Hole Size 3/4" Head 31/32"Stem	BG	4	2.21	4.42	841213031975	DCO.JL-33MT.BG
DCO	JL-120	9/32 HOLE SIZE 1 HEAD	PK	1	3.97	7.95	841213010352	DCO.JL-120.PK
DCO	JL-120B	BULK 9/32" Hole Size 1" Head 1 3/4"	BG	1	29.67	44.50	841213050860	DCO.JL-120B.BG
DCO	JL-120MT	9/32" Hole Size 1" Head 1 3/4" Stem	BG	4	2.21	4.42	841213034365	DCO.JL-120MT.BG
DCO	SB0602	Door Trim Panel Ret. Sample Board	EA	1	30.00	60.00		DCO.SB0602.EA
DCO	SB0603	Door Trim Panel Ret. Sample Board	EA	1	30.00	60.00		DCO.SB0603.EA
DCO	SB0804	8mm - 90mm Clamping Range European Style	EA	1	34.65	45.00		DCO.SB0804.EA
DEB	1-980	POLYESTER SPRAY FILLER	1L	1	37.35	65.53		DEB.1-980.1L
DEB	5-7	READY MIX SUPER BLACK	1L	1	63.40	101.46		DEB.5-7.1L
DEB	80-131	PRODUCTION ADDITIVE	QT	1	31.05	56.40		DEB.80-131.QT
DEB	110-L01	WASHPRIMER HARDENER	1L	1	14.01	25.48		DEB.110-L01.1L
DEB	115-L01	WASHPRIMER	1L	1	35.04	63.72		DEB.115-L01.1L
DEB	160L01	1K PLASTIC PRIMER	1L	1	35.73	64.97		DEB.160L01.1L
DEB	1105-L01	MS CLEAR COAT, MATTE	1L	1	33.57	61.05	838831000933	DEB.1105-L01.1L
DEB	1141-G00	UNI THINNER FAST	GL	1	43.48	79.06		DEB.1141-G00.GL
DEB	1151-G00	UNI THINNER MEDIUM	GL	1	45.65	82.95		DEB.1151-G00.GL
DEB	1161-G00	UNI THINNER SLOW	GL	1	45.65	82.95		DEB.1161-G00.GL
DEB	1171-G00	UNI THINNER VERY SLOW	GL	1	45.65	82.95	806298647114	DEB.1171-G00.GL
DEB	1204-G01	MS CLEAR COAT	GL	1	143.00	260.01		DEB.1204-G01.GL
DEB	1231-A01	(6/CS) FADE OUT THINNER--0.4 LITER	EA	6	11.42	20.77		DEB.1231-A01.EA
DEB	1404-G17	AIR DRY CLEAR COAT	GL	4	142.92	259.85		DEB.1404-G17.GL
DEB	1851-G00	ANTISTATIC DEGREASER	GL	1	37.75	68.63		DEB.1851-G00.GL
DEB	1951-G00	SILICONE REMOVER	GL	1	34.85	63.36		DEB.1951-G00.GL
DEB	4720-Q01	2K HARDENER AIR DRY	QT	1	40.85	74.27		DEB.4720-Q01.QT
DEB	4735-Q01	MS HARDENER FAST	QT	1	43.50	79.05		DEB.4735-Q01.QT
DEB	4739-L01	2K ELASTIC	1L	1	35.25	64.10		DEB.4739-L01.1L
DEB	4749-L01	2K MATTING AGENT	1L	1	61.23	111.33		DEB.4749-L01.1L
DEB	4755-Q01	MS HARDENER MEDIUM	QT	1	43.50	79.05	838831000803	DEB.4755-Q01.QT
DEB	4765-Q01	MS HARDENER SLOW	QT	1	43.50	79.05		DEB.4765-Q01.QT
DEB	4791-L01	2K SPOT REPAIR THINNER	1L	1	17.85	32.45		DEB.4791-L01.1L
DEB	5901	GREEN TO PURPLE	1L	1	629.36	1056.28		DEB.5901.1L
DEB	5903	BLUE TO RED	1L	1	629.36	1056.28		DEB.5903.1L
DEB	5904	SILVER TO GREEN	1L	1	629.36	1056.28		DEB.5904.1L
DEB	5905	GOLD TO SILVER	1L	1	629.36	1056.28		DEB.5905.1L
DEB	5906	RED TO GOLD	1L	1	629.36	1056.28		DEB.5906.1L
DEB	5911-ML11	MYSTERIOUS RAINFOREST;	EA	1	188.35	342.45	838831002562	DEB.5911-ML11.EA
DEB	5913-ML11	MYSTERIOUS TUNDRA;	EA	1	188.35	342.45		DEB.5913-ML11.EA
DEB	5914-ML11	MYSTERIOUS REEF;	EA	1	188.35	342.45		DEB.5914-ML11.EA
DEB	5915-ML11	MYSTERIOUS CANYON;	EA	1	188.35	342.45		DEB.5915-ML11.EA
DEB	8060-Q01	LOW VOC PRIMER;	QT	6	37.85	68.75		DEB.8060-Q01.QT
DEB	8104-G17	HS CLEAR COAT	GL	1	149.49	271.80		DEB.8104-G17.GL
DEB	8130-Q00	HS HARDNER VERY FAST	QT	1	46.69	84.89		DEB.8130-Q00.QT
DEB	8140-Q01	HS HARDNER FAST	QT	1	46.69	84.89	806298637221	DEB.8140-Q01.QT
DEB	8145-G01	HS SURFACER	GL	1	133.71	243.11		DEB.8145-G01.GL
DEB	8145G01	*** HS SURFACER BLACK	GL	1	133.71	243.11		DEB.8145G01.GL
DEB	8149-G01	HS TINTING SURFACER	GL	1	157.48	286.34		DEB.8149-G01.GL
DEB	8150-Q01	HS HARDENER MEDIUM	QT	1	46.69	84.89		DEB.8150-Q01.QT
DEB	8160-Q01	HS HARDENER SLOW	QT	1	46.69	84.89		DEB.8160-Q01.QT
DEB	9151-L01	THINNER 151 WATERBASE;	1L	1	5.30	9.65		DEB.9151-L01.1L
DEB	9161-L01	THINNER 161 SLOW;WATERBASE	1L	1	5.30	9.65	838831001930	DEB.9161-L01.1L
DEB	9402	BEROCRYL 402 YELLOW OXIDE	1L	1	43.79	76.83		DEB.9402.1L
DEB	9406	BEROCRYL 406 GREEN	EA	1	146.05	256.23		DEB.9406.EA
DEB	9419	BEROCRYL 419 MAROON	EA	1	181.48	318.39		DEB.9419.EA
DEB	9431	BEROCRYL MIXING COLOR 431	1L	1	43.79	76.83		DEB.9431.1L
DEB	9432	BEROCRYL MIXING COLOR 432	1L	1	43.79	76.83		DEB.9432.1L
DEB	9433	BEROCRYL MIXING COLOR 433	1L	1	43.79	76.83		DEB.9433.1L
DEB	9441	BEROCRYL 441 LF ORANGE	1L	1	95.74	167.96		DEB.9441.1L
DEB	9442	BEROCRYL 442 LF YELLOW	1L	1	95.74	167.96		DEB.9442.1L
DEB	9443	BEROCRYL 443 YELLOW GREEN	1L	1	43.79	76.83		DEB.9443.1L
DEB	9444	BEROCRYL 444 PURPLE RED	1L	1	43.79	76.83		DEB.9444.1L
DEB	9446	BEROCRYL 446 GREEN	1L	1	43.79	76.83		DEB.9446.1L
DEB	9500-L03	BEROBASE 500 WHITE	EA	1	273.96	498.13	838831000070	DEB.9500-L03.EA
DEB	9501-L01	BEROBASE 501 TRANSPARENT WHITE	1L	1	107.18	194.87		DEB.9501-L01.1L
DEB	9502-L01	BEROBASE 502 OXIDE YELLOW	1L	1	113.89	207.07		DEB.9502-L01.1L
DEB	9503-L01	BEROBASE 503 BLUE	1L	1	101.62	184.76		DEB.9503-L01.1L
DEB	9506-L03	BEROBASE 506 GREEN	EA	1	317.09	576.54		DEB.9506-L03.EA
DEB	9511-L03	BEROBASE 511 SPECIAL BLACK	EA	1	273.96	498.13		DEB.9511-L03.EA
DEB	9512-L03	BEROBASE 512 BLACK	EA	1	273.96	498.13		DEB.9512-L03.EA
DEB	9519-L03	BEROBASE 519 MAROON	EA	1	317.09	576.54		DEB.9519-L03.EA
DEB	9521-L01	BEROBASE 521 OXIDE RED	1L	1	101.62	184.76		DEB.9521-L01.1L
DEB	9522-L01	BEROBASE 522 TRANSPARENT BRIGHT RED	1L	1	113.89	207.07		DEB.9522-L01.1L
DEB	9527-L01	BEROBASE 527 OXIDE TRANSPARENT YELLOW	1L	1	109.90	199.75	838831000261	DEB.9527-L01.1L
DEB	9528-L01	BEROBASE 528 OXIDE TRANSPARENT BROWN	1L	1	101.62	184.76		DEB.9528-L01.1L
DEB	9530-L01	BEROBASE 530 VIOLET	1L	1	101.62	184.76		DEB.9530-L01.1L
DEB	9537-L01	BEROBASE 537 RED	1L	1	138.53	251.89		DEB.9537-L01.1L
DEB	9540-L01	BEROBASE 540 LEAD-FREE YELLOW ORANGE	1L	1	151.59	275.62		DEB.9540-L01.1L
DEB	9542-L01	BEROBASE 542 LEAD-FREE YELLOW	1L	1	159.16	289.39		DEB.9542-L01.1L
DEB	9543-L01	BEROBASE 543 TRANSPARENT YELLOW	1L	1	159.16	289.39		DEB.9543-L01.1L
DEB	9544-L01	BEROBASE 544 PURPLE RED	1L	1	109.90	199.75	838831000322	DEB.9544-L01.1L
DEB	9545-L01	BEROBASE 545 DEEP BLUE	1L	1	101.62	184.76		DEB.9545-L01.1L
DEB	9546-L01	BEROBASE 546 BLUE GREEN	1L	1	101.62	184.76		DEB.9546-L01.1L
DEB	9548-L01	BEROBASE 548 TRANSPARENT ORANGE	1L	1	113.89	207.07		DEB.9548-L01.1L
DEB	9551-L01	BEROBASE 551 TRANSPARENT RED BROWN	1L	1	101.62	184.76		DEB.9551-L01.1L
DEB	9552-L01	BEROBASE 552 MICA RED FINE	1L	1	136.76	248.66		DEB.9552-L01.1L
DEB	9553-L01	BEROBASE 553 MICA WHITE	1L	1	136.76	248.66		DEB.9553-L01.1L
DEB	9554-L01	BEROBASE 554 MICA RED	1L	1	136.76	248.66		DEB.9554-L01.1L
DEB	9555-L01	BEROBASE 555 TRANSPARENT RED	1L	1	159.16	289.39		DEB.9555-L01.1L
DEB	9556-L01	BEROBASE 556 TRANSPARENT MEDIUM RED	1L	1	159.16	289.39		DEB.9556-L01.1L
DEB	9557-L01	BEROBASE 557 TRANSPARENT RED	1L	1	172.10	312.85		DEB.9557-L01.1L
DEB	9558-L01	BEROBASE 558 ORANGE	1L	1	172.10	312.85		DEB.9558-L01.1L
DEB	9559-L01	BEROBASE 559 MICA WHITE FINE	1L	1	140.47	255.39		DEB.9559-L01.1L
DEB	9560-L01	BEROBASE 560 MICA RED	1L	1	137.15	249.37		DEB.9560-L01.1L
DEB	9561-L01	BEROBASE 561 MICA BLUE	1L	1	137.15	249.37		DEB.9561-L01.1L
DEB	9562-L01	BEROBASE 562 MICA GREEN	1L	1	137.15	249.37		DEB.9562-L01.1L
DEB	9563-L01	BEROBASE 563 MICA YELLOW	1L	1	137.15	249.37		DEB.9563-L01.1L
DEB	9564-L01	BEROBASE 564 MICA GREEN BLUE	1L	1	137.15	249.37		DEB.9564-L01.1L
DEB	9565-L01	BEROBASE 565 MICA PURPLE	1L	1	148.30	269.60		DEB.9565-L01.1L
DEB	9566-L01	BEROBASE 566 MICA COPPER	1L	1	148.30	269.60		DEB.9566-L01.1L
DEB	9567-L01	BEROBASE 567 METALLIC GOLD	1L	1	137.15	249.37		DEB.9567-L01.1L
DEB	9568	BEROBASE 568 PEARL WHITE FINE	1L	1	105.92	173.56		DEB.9568.1L
DEB	9569-L01	BEROBASE 569 XIRALLIC RED	1L	1	241.74	439.53		DEB.9569-L01.1L
DEB	9570-L01	BEROBASE 570 GRAPHITAN	1L	1	143.23	260.42		DEB.9570-L01.1L
DEB	9571-L01	BEROBASE 571 XIRALLIC WHITE	1L	1	241.74	439.53		DEB.9571-L01.1L
DEB	9572-L01	BEROBASE 571 XIRALLIC BLUE	1L	1	241.74	439.54		DEB.9572-L01.1L
DEB	9573-L01	BEROBASE 571 XIRALLIC GOLD	1L	1	241.74	439.54		DEB.9573-L01.1L
DEB	9574-L01	BEROBASE 574 XIRALLIC GREEN	1L	1	241.74	439.54		DEB.9574-L01.1L
DEB	9577-L03	BEROBASE 577 BASE ADDITIVE	EA	1	314.06	571.02		DEB.9577-L03.EA
DEB	9578-L01	BEROBASE 578 MICA WHITE VERY FINE	1L	1	128.28	233.24		DEB.9578-L01.1L
DEB	9579-L01	BEROBASE 579 SUPER JET BLACK	1L	1	82.10	149.27		DEB.9579-L01.1L
DEB	9580-L01	BEROBASE 513 METALLIC	1L	1	75.10	136.60		DEB.9580-L01.1L
DEB	9581-L01	BEROBASE 513C METALLIC COARSE	1L	1	68.70	124.90	838831000575	DEB.9581-L01.1L
DEB	9582-L01	BEROBASE 513VC METALLIC VERY COARSE	1L	1	108.81	197.85		DEB.9582-L01.1L
DEB	9583L03	BEROBASE 513VF METALLIC VERY FINE	EA	1	317.12	576.59		DEB.9583L03.EA
DEB	9584-L03	BEROBASE 513B METALLIC BRITE	EA	1	359.95	654.45		DEB.9584-L03.EA
DEB	9585-L01	BEROBASE 513B METALLIC FINE	1L	1	92.89	168.88		DEB.9585-L01.1L
DEB	9588-L03	BEROBASE 588 BASE ADDITIVE	EA	1	224.15	407.55		DEB.9588-L03.EA
DEB	9590-L03	BEROBASE 590 EXTRA WHITE	EA	1	317.10	576.55		DEB.9590-L03.EA
DEB	9599-L01	BEROBASE 599 FLOP ADDITIVE	1L	1	71.84	130.61		DEB.9599-L01.1L
DEB	9819-L01	UNDERHOOD ADDITIVE;WATERBASE	1L	1	14.45	26.25	838831022966	DEB.9819-L01.1L
DEB	9900-L01	WHITE 900 WATERBASE;	1L	1	75.00	136.35		DEB.9900-L01.1L
DEB	9901-L01	TRANSPARENT WHITE 901;WATERBASE	1L	1	75.00	136.35		DEB.9901-L01.1L
DEB	9902-HL1	OXIDE YELLOW 902;WATERBASE	EA	1	37.55	68.20		DEB.9902-HL1.EA
DEB	9903-L01	BLUE 903 WATERBASE;	1L	1	75.00	136.35		DEB.9903-L01.1L
DEB	9904-L01	MAROON 904 WATERBASE;	1L	1	75.00	136.35	838831002418	DEB.9904-L01.1L
DEB	9906-L01	GREEN 906 WATERBASE;	1L	1	75.00	136.35	838831001411	DEB.9906-L01.1L
DEB	9911-L01	DEEP BLACK 911 WATERBASE;	1L	1	75.00	136.35		DEB.9911-L01.1L
DEB	9912-L01	MIX BLACK 912 WATERBASE;	1L	1	75.00	136.35	838831006195	DEB.9912-L01.1L
DEB	9919-L01	MAROON 919 WATERBASE;	1L	1	75.00	136.35		DEB.9919-L01.1L
DEB	9920-HL1	GREEN 920;WATERBASE	EA	1	37.55	68.20		DEB.9920-HL1.EA
DEB	9921-HL1	OXIDE RED 921 WATERBASE;	EA	1	37.55	68.20		DEB.9921-HL1.EA
DEB	9922-HL1	TRANSPARENT BRIGHT RED;922 WATERBASE	EA	1	37.55	68.20		DEB.9922-HL1.EA
DEB	9923-HL1	METALLIC BRIGHT ORANGE;922 WATERBASE	EA	1	37.55	68.20		DEB.9923-HL1.EA
DEB	9924-HL1	BLUE GREEN 924 WATERBASE;	EA	1	37.55	68.20		DEB.9924-HL1.EA
DEB	9926-L01	PURPLE RED 926 WATERBASE;	1L	1	75.00	136.35	838831002432	DEB.9926-L01.1L
DEB	9927-HL1	OXIDE TRANSPARENT YELLOW;927 WATERBASE	EA	1	37.55	68.20		DEB.9927-HL1.EA
DEB	9928-HL1	OXIDE TRANSPARENT BROWN;928 WATERBASE	EA	1	37.55	68.20		DEB.9928-HL1.EA
DEB	9929-L01	VIOLET 929 WATERBASE;	1L	1	65.20	118.55		DEB.9929-L01.1L
DEB	9930-L01	VIOLET 930 WATERBASE;	1L	1	75.00	136.35		DEB.9930-L01.1L
DEB	9934-L01	BRIGHT BLUE 934;	1L	1	75.00	136.35	838831002456	DEB.9934-L01.1L
DEB	9938-L01	RED 938 WATERBASE;	1L	1	75.00	136.35		DEB.9938-L01.1L
DEB	9940-HL1	YELLOW 940 WATERBASE;	EA	1	37.55	68.20	838831006669	DEB.9940-HL1.EA
DEB	9942-HL1	YELLOW 942 WATERBASE;LEAD-FREE	EA	1	37.55	68.20	838831006270	DEB.9942-HL1.EA
DEB	9943-HL1	TRANSPARENT YELLOW GREEN;943 WATERBASE	EA	1	37.65	68.20	838831006287	DEB.9943-HL1.EA
DEB	9946-L01	BLUE GREEN 946 WATERBASE;	1L	1	75.00	136.35		DEB.9946-L01.1L
DEB	9947-HL1	TRANSPARENT YELLOW 947;WATERBASE	EA	1	37.55	68.20	838831007444	DEB.9947-HL1.EA
DEB	9948-HL1	TRANSPARENT ORANGE 948;WATERBASE	EA	1	37.55	68.20	838831001558	DEB.9948-HL1.EA
DEB	9950-L01	DEEP BLACK 950 WATERBASE;	1L	1	75.00	136.35	838831007222	DEB.9950-L01.1L
DEB	9951-HL1	TRANSPARENT RED BROWN;951 WATERBASE	EA	1	37.55	68.20	838831006324	DEB.9951-HL1.EA
DEB	9952-HL1	MICA RED FINE 952;WATERBASE	EA	1	37.55	68.20	838831001572	DEB.9952-HL1.EA
DEB	9953-L01	MICA WHITE 953 WATERBASE;	1L	1	75.00	136.35	838831001589	DEB.9953-L01.1L
DEB	9954-HL1	MICA RED 954 WATERBASE;	EA	1	37.55	68.20		DEB.9954-HL1.EA
DEB	9955-HL1	TRANSPARENT RED 955;WATERBASE	EA	1	37.55	68.20		DEB.9955-HL1.EA
DEB	9956-HL1	TRANSPARENT MEDIUM RED;956 WATERBASE	EA	1	37.55	68.20	838831006379	DEB.9956-HL1.EA
DEB	9957-HL1	TRANSPARENT RED 957;WATERBASE	EA	1	37.55	68.20	838831006652	DEB.9957-HL1.EA
DEB	9959-HL1	MICA WHITE FINE 959;WATERBASE	EA	1	37.55	68.20		DEB.9959-HL1.EA
DEB	9960-HL1	MICA RED 960 WATERBASE;	EA	1	37.55	68.20	838831006409	DEB.9960-HL1.EA
DEB	9961-L01	MICA BLUE 961 WATERBASE;	1L	1	75.00	136.35	838831006416	DEB.9961-L01.1L
DEB	9962-HL1	MICA GREEN 962 WATERBASE;	EA	1	37.55	68.20	838831006423	DEB.9962-HL1.EA
DEB	9963-HL1	MICA YELLOW 963;WATERBASE	EA	1	37.55	68.20		DEB.9963-HL1.EA
DEB	9964-HL1	MICA GREEN BLUE 964;WATERBASE	EA	1	37.55	68.20	838831001688	DEB.9964-HL1.EA
DEB	9965-HL1	MICA PURPLE 965;WATERBASE	EA	1	37.55	68.20	838831006454	DEB.9965-HL1.EA
DEB	9966-HL1	MICA COPPER 966;WATERBASE	EA	1	37.55	68.20	838831006461	DEB.9966-HL1.EA
DEB	9971-HL1	XIRALLIC WHITE 971;WATERBASE	EA	1	48.30	87.80	838831006508	DEB.9971-HL1.EA
DEB	9973-HL1	XIRALLIC GOLD 973;WATERBASE	EA	1	48.30	87.80	838831001763	DEB.9973-HL1.EA
DEB	9974-HL1	XIRALLIC GREEN 974;WATERBASE	EA	1	48.30	87.80	838831006539	DEB.9974-HL1.EA
DEB	9975-HL1	METALLIC GOLD 975;	EA	1	37.55	68.20	838831007239	DEB.9975-HL1.EA
DEB	9976-HL1	MICA BLUE FINE 976;	EA	1	37.55	68.20	838831007246	DEB.9976-HL1.EA
DEB	9977-L01	BASE ADDITIVE 977;	1L	1	75.00	136.35	838831007765	DEB.9977-L01.1L
DEB	9978-HL1	MICA WHITE VERY FINE 978;WATERBASE	EA	1	37.55	68.20	838831007277	DEB.9978-HL1.EA
DEB	9979-L01	SPECIAL BLACK 979;WATERBASE	EA	1	75.00	136.35	838831006553	DEB.9979-L01.EA
DEB	9980-L01	METALLIC 913 WATERBASE;	1L	1	75.00	136.35	838831006584	DEB.9980-L01.1L
DEB	9982-L01	METALLIC VERY COARSE;913VC	1L	1	75.00	136.35		DEB.9982-L01.1L
DEB	9983-L01	METALLIC VERY FINE 913VF;WATERBASE	1L	1	75.00	136.35	838831006591	DEB.9983-L01.1L
DEB	9986-L01	METALLIC BRIGHT 986;	1L	1	75.00	136.35	838831007253	DEB.9986-L01.1L
DEB	9987-L01	METALLIC BRIGHT NF 987;WATERBASE	1L	1	75.00	136.35	838831007260	DEB.9987-L01.1L
DEB	9989-L01	METALLIC COARSE 989;WATERBASE	1L	1	75.00	136.35		DEB.9989-L01.1L
DEB	9990-L01	EXTRA WHITE 990;	1L	1	75.00	136.35	838831007437	DEB.9990-L01.1L
DEB	9997-HL1	XIRALLIC RED 997;WATERBASE	EA	1	48.30	87.80	838831007284	DEB.9997-HL1.EA
DEB	9998-HL1	XIRALLIC BLUE 998;WATERBASE	EA	1	48.30	87.80	838831002531	DEB.9998-HL1.EA
DEB	9999-L01	FLOP ADDITIVE 999;WATERBASE	1L	1	75.00	136.35		DEB.9999-L01.1L
DEB	10803	400 SERIES LABEL GALLON	EA	1	0.00	0.00		DEB.10803.EA
DEB	10903	400 SERIES LABEL, QUART	EA	1	0.00	0.00		DEB.10903.EA
DEB	11000-G01	THINNER, ZERO VOC	GL	1	67.65	123.00		DEB.11000-G01.GL
DEB	11503	USE YP68400 92000 PT LABEL	EA	1	0.00	0.00		DEB.11503.EA
DEB	11603	500 SERIES LABEL GALLON	EA	1	0.00	0.00		DEB.11603.EA
DEB	11703	500 SERIES LABEL QUART	EA	1	0.00	0.00		DEB.11703.EA
DEB	47440-Q00	AIR DRY HARDENER MEDIUM	EA	6	44.48	80.88		DEB.47440-Q00.EA
DEB	47460-Q00	(6/CS)AIR DRY HARDENER-SLOW-QT.	QT	6	44.48	80.88		DEB.47460-Q00.QT
DEB	61840	ENGINE BAY"UNDERHOOD" COLOR SELECTOR	EA	1	92.02	204.49		DEB.61840.EA
DEB	66040	PAINT PUSHER 900 SERIES;WATERBASE	EA	1	10.22	10.22		DEB.66040.EA
DEB	80121-G01	HS PRODUCTION CLEAR COAT	GL	1	116.15	211.15		DEB.80121-G01.GL
DEB	80132-Q00	PRODUCTION ADDITIVE;AIR DRY	QT	6	31.05	56.40		DEB.80132-Q00.QT
DEB	80190-Q01	LOW VOC HARDNER	QT	1	71.00	129.10	806298639126	DEB.80190-Q01.QT
DEB	80199-G01	1.9 VOC SPEED CLEAR	GL	1	75.94	133.23		DEB.80199-G01.GL
DEB	80220-Q01	DTM HB HARDENER	QT	1	53.15	96.65		DEB.80220-Q01.QT
DEB	80222-G01	LOW VOC WHITE PRIMER;	GL	4	164.05	298.20		DEB.80222-G01.GL
DEB	80222-Q01	LOW VOC WHITE PRIMER;	QT	6	41.00	74.55		DEB.80222-Q01.QT
DEB	80223-G01	LOW VOC BLACK PRIMER;2/CS	GL	2	164.05	298.20		DEB.80223-G01.GL
DEB	80223-Q01	LOW VOC BLACK PRIMER;	QT	6	41.00	74.55		DEB.80223-Q01.QT
DEB	80404-G17	LOW VOC CLEAR COAT;AIR DRY	GL	4	177.25	322.30	806298661936	DEB.80404-G17.GL
DEB	90851-G06	(4/CS) WATERBASE DEGREASER	GL	4	37.10	67.45		DEB.90851-G06.GL
DEB	90852-G01	WATERBASE GUN CLEANER;	GL	4	41.50	75.45		DEB.90852-G01.GL
DEB	92000-L03	BEROBASE 2000 WHITE	EA	2	161.00	292.73		DEB.92000-L03.EA
DEB	92002-L01	BEROMIX 2002 OXIDE YELLOW	1L	1	44.99	81.80		DEB.92002-L01.1L
DEB	92009-L03	BEROMIX 2009 BLACK	EA	1	161.00	292.73		DEB.92009-L03.EA
DEB	92011-L03	BEROMIX READY MADE DEEP BLACK	EA	1	168.97	307.22		DEB.92011-L03.EA
DEB	92012-L03	BEROMIX 2012 MIX BLACK	EA	1	160.99	292.71		DEB.92012-L03.EA
DEB	92021-L03	BEROMIX 2021 OXIDE RED	EA	1	150.02	272.76		DEB.92021-L03.EA
DEB	92034-L03	BEROMIX 2034 BLUE	EA	1	150.02	272.76		DEB.92034-L03.EA
DEB	92037-L03	BEROMIX 2037 RED	EA	1	264.48	480.88		DEB.92037-L03.EA
DEB	92044-L01	BEROMIX PURPLE RED	1L	3	44.99	81.80		DEB.92044-L01.1L
DEB	92050-L03	BEROMIX 2050 BRILLIANT BLACK	EA	1	160.99	292.71		DEB.92050-L03.EA
DEB	92090-L03	BEROMIX 2090 EXTRA WHITE	EA	1	161.75	294.09		DEB.92090-L03.EA
DEB	95184-L03	(2/CS) BEROBASE MIX.COLOR 5184 METALLIC 	EA	2	351.47	627.63		DEB.95184-L03.EA
DEB	99031-HL1	METALLIC ULTRA;FINE BRIGHT TONER 3/CS	EA	3	48.60	88.35		DEB.99031-HL1.EA
DEB	99091-L01	DISORIENT ADDITIVE;	1L	1	75.00	136.35	838831003941	DEB.99091-L01.1L
DEB	99184-L01	MATALLIC BRIGHT RED;WATERBASE	1L	1	102.05	182.25		DEB.99184-L01.1L
DEB	116505-A14	PRIMER LIGHT GREY;0.4LT 6/CS	EA	6	10.95	19.85		DEB.116505-A14.EA
DEB	116507-A14	GREY SHADE 1K PRIMER;MID GREY 6/CS	EA	6	10.95	19.85		DEB.116507-A14.EA
DEB	814510-G01	HS SURFACER WHITE	GL	1	133.71	243.11		DEB.814510-G01.GL
DEB	814540-G01	HS SURFACER BLACK	GL	2	133.71	243.11		DEB.814540-G01.GL
DEB	870074	1 LITER MIXING LID/DEDOES	EA	1	7.66	13.44		DEB.870074.EA
DEB	AC100	UNIV AERO SURF CLNR	EA	1	6.54	11.89		DEB.AC100.EA
DEB	AC100-A14	BEROMIX 2090 EXTRA WHITE	EA	1	161.75	294.09		DEB.AC100-A14.EA
DEB	ASE200	(6/case) UNIV/AERO/ETCH PRIMER	EA	6	6.05	10.95	10806298158860	DEB.ASE200.EA
DEB	DB15804-170MA	WOODEN PAINT PADDLE, EACH	EA	1	0.16	0.28		DEB.DB15804-170MA.EA
DEB	DK061	DOSING CAP 200/CS;900 SERIES WATERBASE	EA	200	0.06	0.08		DEB.DK061.EA
DEB	YG68500	BEROBASE 500 LABELS GAL;	PK	1	0.00	0.00		DEB.YG68500.PK
DEB	YP68400	BEROMIX 2000 SERIES LABELS, PINT, 50 PA	EA	1	0.00	0.00		DEB.YP68400.EA
DEB	YP68500	BEROBASE 500 SERIES LABELS, PINT, 50 PA	EA	1	0.00	0.00		DEB.YP68500.EA
DEB	YP68900	WATERBASE 900 LABELS PT;(50/PK)	PK	1	0.00	0.00	DEB.YP68900	DEB.YP68900.PK
DEB	YQ68500	BEROBASE 500 LABELS QT;(50PK)	PK	1	0.00	0.00		DEB.YQ68500.PK
DEB	YQ68900	WATERBASE 900 LABELS QT;(50PK)	PK	1	0.00	0.00		DEB.YQ68900.PK
DED	513-100	LID CLICSEAL RJ QT/1L;/FORK	EA	1	17.45	24.93		DED.513-100.EA
