Mfr	Part	Description	Unit	StandardPack	Price	List	BarCode	Mfr.Part.Unit
MMM	16182	***STARTER KIT: LARGE SIZE	KIT	4	27.64	46.07	051131161825	MMM.16182.KIT
MMM	16183	***STARTER REFILL PACK: LARGE SIZE	KIT	4	24.27	40.44	051131161832	MMM.16183.KIT
MMM	16199	DISPOSABLE LIDS, STD/LGE 125U	KT	1	28.94	48.24	051131161993	MMM.16199.KT
MMM	16200	DISPOSABLE LIDS W/200 MICRON FILTER	BX	1	28.00	46.67	051131162006	MMM.16200.BX
MMM	16201	DISPOSABLE LIDS, MINI	BX	1	24.01	40.01	051131162013	MMM.16201.BX
MMM	16202	***DISPOSABLE LIDS W/ 125 MICRON FILTER	BX	1	26.97	44.94	051131162020	MMM.16202.BX
MMM	16203	DISPOSABLE LIDS, MINI	BX	1	24.01	40.01	051131162037	MMM.16203.BX
MMM	16204	(25) MIDI LIDS 200 MICRON	KT	1	26.51	44.18	051131162044	MMM.16204.KT
MMM	16205	(25) MIDI LIDS 125 MICRON	KT	1	26.51	44.18	051131162051	MMM.16205.KT
MMM	16219	LARGE, STANDARD OR MINI LINER DISPENSER	BX	1	31.38	52.29	00051131162198	MMM.16219.BX
MMM	16236	PPS SINGLE GUN HOLDER     	EA	5	54.30	90.49	051131162365	MMM.16236.EA
MMM	16238	PPS 4 GUN HOLDER WALL/MT	EA	1	78.52	130.86	051131162389	MMM.16238.EA
MMM	16298	MINI AND MICRO LID AND LINER DISPENSER	BX	1	31.38	52.29	00051131162983	MMM.16298.BX
MMM	16299	LARGE, STANDARD OR MIDI LID DISPENSER	BX	1	31.38	52.29	00051131162990	MMM.16299.BX
MMM	16301	PPS KIT STANDARD, 125MICRON FILTERS	KT	1	94.82	162.22	051131163010	MMM.16301.KT
MMM	16312	(50)MIDI 400ml 125 MICRON FILTERS	KT	1	82.51	141.20	051131163126	MMM.16312.KT
MMM	16314	PPS MINI LIDS & LINERS - 125 MICRON	CS	1	72.73	124.43	051131163140	MMM.16314.CS
MMM	16324	***PPS LARGE LIDS & LINERS-125 MICRON	CS	1	55.67	95.26	051131163249	MMM.16324.CS
MMM	16325	PPS, LARGE 125U FILTER	KT	1	55.84	95.56	051131163256	MMM.16325.KT
MMM	16328	PPS 3oz LIDS/LINERS 125U FILTERS	KT	1	61.96	106.00	051131163287	MMM.16328.KT
MMM	16332	(3000/CS) SEALER PLUGS ONLY-BULK PACKAGE	CS	1	177.38	319.28	051131163324	MMM.16332.CS
MMM	16348	(100) PPS MINI SIZE LINERS	CS	1	97.51	162.52	00051131163485	MMM.16348.CS
MMM	16349	(100) MIDI SIZE PPS LINERS, 13.5OZ	CS	1	100.62	172.55		MMM.16349.CS
MMM	16350	(100)PPS STANDARD LINERS ONLY	CS	1	115.99	193.32	051131163508	MMM.16350.CS
MMM	16351	(100/CS) PPS LARGE SIZE LINERS 100 PER	BX	1	144.00	259.20		MMM.16351.BX
MMM	16352	(50) PPS MID SIZE LIDS/VENTED CUPS	CS	1	80.51	138.06	051131163522	MMM.16352.CS
MMM	16354	FT-15 COLLAR USED FOR FITNESS TEST 	EA	1	58.47	97.43	051138163549	MMM.16354.EA
MMM	16356	SENSITIVITY SOLUTION, FT-12, SWEET	EA	6	16.34	27.24	051138163563	MMM.16356.EA
MMM	16357	NEBULIZER FT-13	EA	3	68.58	114.30	051138163570	MMM.16357.EA
MMM	16358	FT10 QUALITATIVE FIT TEST KIT	EA	1	229.21	382.03	051138163587	MMM.16358.EA
MMM	16359	*** MIDI (125U) LID & LINER PROMOTION	KT	1	126.80	211.12	00051131163591	MMM.16359.KT
MMM	16360	(50) PPS STANDARD SIZE LIDS/VENTED CUPS	CS	1	95.42	163.63	00051131163607	MMM.16360.CS
MMM	16372	***STARTER KIT: STANDARD SIZE W/FILTERS	KIT	4	29.33	50.29	051131163720	MMM.16372.KIT
MMM	16382	***STARTER KIT: LARGE SIZE	KIT	4	34.56	59.24	051131163829	MMM.16382.KIT
MMM	16383	***STARTER REFILL 12-PACK: LARGE SIZE	KIT	4	30.33	52.00	051131163836	MMM.16383.KIT
MMM	16398	PPS SUN GUN NICAD BATTERY PACK	EA	4	103.27	172.12	051131163980	MMM.16398.EA
MMM	16399	PPS SUN GUN COLOR CORRECTIVE BULB	EA	6	54.03	90.06	031293024534	MMM.16399.EA
MMM	16414	PPS WALL MOUNT SHOP CADDY	EA	1	37.29	62.14	051131164147	MMM.16414.EA
MMM	16417	***(25) COLOR MATCH FILM - WHITE	PK	6	14.72	25.24	051131164178	MMM.16417.PK
MMM	16426	***COLOR MATCH FILM HOLDER - BLACK	EA	5	9.67	16.57	051131164260	MMM.16426.EA
MMM	16427	***COLOR MATCH FILM CATALOG BOX	EA	6	7.32	12.55		MMM.16427.EA
MMM	16428	***COLOR MATCH FILM STARTER KIT	CS	1	100.49	172.27	00051131164284	MMM.16428.CS
MMM	16434	ACCUSPRAY PPS ROLLING PLANOGRAM DISPLAY	EA	1	206.26	343.78	051131164345	MMM.16434.EA
MMM	16508	(10)4X8 FIRE BARRIER MOLDABLE PUTTY	PK	10	46.33	77.20	50051115165080	MMM.16508.PK
MMM	16531	(48) MASKING TAPE 18mm x 55M	CS	1	71.76	102.52	50051131165316	MMM.16531.CS
MMM	16533	(24) MASKING TAPE 36mm x 55M	CS	1	71.23	101.77	50051131165330	MMM.16533.CS
MMM	16534	(24) MASKING TAPE 48mm x 55M	CS	1	95.33	136.19	50051131165347	MMM.16534.CS
MMM	16550	PPS SUN GUN II LIGHT KIT	KT	1	462.45	813.64	051131165502	MMM.16550.KT
MMM	16551	PPS SUN GUN II BULB	EA	4	62.58	104.30	051131165519	MMM.16551.EA
MMM	16552	PPS SUN GUN II DIFFUSER	PK	4	5.33	8.89	051131165526	MMM.16552.PK
MMM	16553	PPS SUN GUN II BEZEL KIT	PK	4	10.28	17.13	051131165533	MMM.16553.PK
MMM	16555	PPS SUN GUN II BATTERY PACK	EA	1	165.80	276.33	051131165557	MMM.16555.EA
MMM	16556	PPS SUN GUN II CHARGER	EA	1	107.28	178.79	051131165564	MMM.16556.EA
MMM	16571	ACC FLUID NEEDLE	EA	1	59.39	98.99	051131165717	MMM.16571.EA
MMM	16572	ACC HG09 TEST AIR CAP	EA	1	27.94	46.58	051131165724	MMM.16572.EA
MMM	16573	ACC AIR FLOW CONTROL VALVE	EA	1	22.47	37.44	051131165731	MMM.16573.EA
MMM	16578	ACCUSPRAY ONE SPRAY GUN KIT PPS 1.0	EA	4	199.10	331.84	50051131165781	MMM.16578.EA
MMM	16579	ACCUSPRAY ONE SPRAY GUN ONLY	EA	4	173.62	297.73	50051131165798	MMM.16579.EA
MMM	16580	ACCUSPRAY SPRAY GUN SYSTEM WITH PPS 1.0	EA	4	184.74	307.91	051131165809	MMM.16580.EA
MMM	16582	1.2MM ACCUSPRAY ATOMIZING HEAD BLUE 1.0	EA	10	6.78	11.30	051131165823	MMM.16582.EA
MMM	16583	1.3MM ACCUSPRAY ATOMIZING HEAD GREEN 1.0	EA	10	6.78	11.30	051131165830	MMM.16583.EA
MMM	16584	1.4MM ORANGE ATOMIZING HEAD 1.0	EA	10	4.41	7.36	051131165847	MMM.16584.EA
MMM	16585	1.8MM CLEAR ATOMIZING HEAD 1.0	EA	10	4.41	7.36	051131165854	MMM.16585.EA
MMM	16587	ACC PRESSURE SPRAY GUN HGP20, 2.0mm	EA	1	177.79	304.22	051131165878	MMM.16587.EA
MMM	16609	(4)ACCUSPRAY ATOMIZ HEAD KIT RED 2.0MM	KT	6	16.48	28.99	051131166097	MMM.16609.KT
MMM	16611	(4)ACCUSPRAY ATOMIZ HEAD KIT CLEAR 1.8MM	BX	6	16.67	29.33	051131166110	MMM.16611.BX
MMM	16612	(4)ACCUSPRAY ATOMIZ HEAD KIT ORANGE 1.4M	KT	6	16.48	28.99	051131166127	MMM.16612.KT
MMM	16613P	( DISC) AUTOMIZING HEAD DISPENSER	EA	1	0.00	0.00		MMM.16613P.EA
MMM	16614	(4)ACCUSPRAY ATOMIZING HEAD GREEN 1.3MM	KT	6	17.60	29.33	051131166141	MMM.16614.KT
MMM	16615	(4)ACCUSPRAY ATOMIZING HEAD BLUE 1.2MM	KT	6	17.60	29.33	051131166158	MMM.16615.KT
MMM	16644	*** SPLASH GOGGLEGEAR MD C	EA	10	8.01	13.34	078371166441	MMM.16644.EA
MMM	16720	3/4"X66'HIGHLAND VINYL ELEC TAPE	RL	100	2.18	3.62	054007167204	MMM.16720.RL
MMM	16736	3/4"X300" ELECTRICAL TAPE 	RL	24	1.62	2.77	054007167365	MMM.16736.RL
MMM	16861	SHARPSHOOTER X-STRENGTH	QT	12	6.64	11.08	048011168616	MMM.16861.QT
MMM	17071	(5) S-133L HEADCOVER HEAD SUSPENSION L	CS	1	127.52	212.53	0005113170711	MMM.17071.CS
MMM	17091	(10) REPLACEMENT HOOD WITH INNER COLLAR	CS	1	217.41	372.70	051131170919	MMM.17091.CS
MMM	17093	S-655 HOOD ASSEMBLY	EA	1	62.15	106.59	00051131170933	MMM.17093.EA
MMM	17094	(1/CS) HOOD ASSEMBLY W/INNER SHROUD & PR	EA	1	64.89	115.87	051131170940	MMM.17094.EA
MMM	17095	REPLACE HOOD /PREM HEAD SUSP S-805	EA	5	65.42	109.04	051131170957	MMM.17095.EA
MMM	17099	(40) S-920L PEEL OFF VISOR COVER M-L	CS	1	42.87	71.46	50051131170990	MMM.17099.CS
MMM	17183	(60)2" 2S FIN EXL UNITIZED WHEEL TR	CS	1	172.16	287.25	50048011171833	MMM.17183.CS
MMM	17184	(10)3" UNITIZED WHEEL ROLOC	BX	4	52.39	87.35	30048011171846	MMM.17184.BX
MMM	17186	(40) ROLOC EXL UNITIZED WHEEL TR, 3"x NH	CS	1	209.55	349.38	50048011171864	MMM.17186.CS
MMM	17191	(10)3" EXL UNITIZED WHEEL TR 6A MED	BX	4	61.63	102.76	50048011171918	MMM.17191.BX
MMM	17196	FLEECE WELDING SAFETY 07-0024-02 BLACK	EA	2	1.98	3.30	051131171966	MMM.17196.EA
MMM	17250	VERSAFLO ECONO HOOD S-403L	EA	1	480.38	800.66	051131172500	MMM.17250.EA
MMM	17309	ORGANIC VAPOR MONITOR 3510	EA	5	111.75	186.24	021200173097	MMM.17309.EA
MMM	17314	M-154 REPLACEMENT FOREHEAD SEAL	EA	1	16.01	26.68	00051131173149	MMM.17314.EA
MMM	17316	VERSAFLO HARD HAT W/STD VISOR M-305	EA	1	320.49	534.16	051131173163	MMM.17316.EA
MMM	17317	VERSAFLO HARD HAT W/PREM VISOR M-307	EA	1	330.55	550.92	051131173170	MMM.17317.EA
MMM	17322	RESPIRATORY HELMET ASSEMBLY M-405	EA	1	396.80	661.35	00051131173224	MMM.17322.EA
MMM	17323	2" 232 MASKING TAPE	EA	24	20.31	36.26	051115173233	MMM.17323.EA
MMM	17323H	1CS Respiratory Helmet Assembly M-407	EA	1	472.12	849.92	051131173231	MMM.17323H.EA
MMM	17325	VERSAFLOW INNER COLLAR	EA	1	28.03	46.71	00051131173255	MMM.17325.EA
MMM	17326	(1CS) VERSAFLO STANDARD OUTER SHROU M-44	EA	1	32.04	57.68	051131173262	MMM.17326.EA
MMM	17327	VERSAFLO COMFORT OUTER SHROUD M-446	EA	1	48.33	80.56	051131173279	MMM.17327.EA
MMM	17332	(1 PAIR)REPLACEMENT VISOR PIVOT KIT M960	PR	1	20.01	33.35	00051131173323	MMM.17332.PR
MMM	17338	RESPIRATOR STORAGE BAG FF-400-25 (10)	CS	1	107.13	178.53	50051131173380	MMM.17338.CS
MMM	17358	Versaflow Back Back BPK-01	EA	1	60.14	132.03	051131173583	MMM.17358.EA
MMM	17362	SUSPENDERS FOR PAPR SYSTEM TR-329	EA	1	39.09	67.01	051131173620	MMM.17362.EA
MMM	17378	VERSAFLO HEAVY IND PAPR KIT TR-300-HIK	EA	1	1349.74	2249.58	051131173781	MMM.17378.EA
MMM	17379	VERSAFLO LENGTH ADJ TUBE BT-30	EA	1	52.08	86.79	00051131173798	MMM.17379.EA
MMM	17564	SCOTCHKOTE LIQUID EPOXY COATING (GL)KIT	KT	1	94.41	161.90		MMM.17564.KT
MMM	17574	SCOTCHKOTE LIQUID EPOXY COATING (QT)KIT	KT	1	30.34	52.04		MMM.17574.KT
MMM	17668	(100) Filter Retainer 501	CS	1	159.90	266.49	50051138176681	MMM.17668.CS
MMM	17866	(25) 7" COARSE SURFACE CONDITIONING DISC	CS	1	139.31	232.11	048011178660	MMM.17866.CS
MMM	18049	(5)17" TOPLINE AUTOSCRUBBER PAD 5000	CS	1	26.64	44.40	50048011180491	MMM.18049.CS
MMM	18052	(5) 20" TOPLINE AUTOSCRUBBER PAD 5000	CS	1	34.40	57.33	50048011180521	MMM.18052.CS
MMM	18090	4950 VHB 1/2" TAPE 18/CS	RL	18	59.99	107.97	021200180903	MMM.18090.RL
MMM	18091	3/4X36YD VHB TAPE WHITE 4950	RL	12	80.23	133.73	021200180910	MMM.18091.RL
MMM	18092	1X36YD VHB TAPE WHITE 4950	RL	9	99.90	166.50	021200180927	MMM.18092.RL
MMM	18358	(10)7" S XCS COATING REMOVAL DISC	CS	1	137.37	228.96	50048011183584	MMM.18358.CS
MMM	18424	4 1/2 S XCS REMOV DISC CR-DH 	EA	20	6.69	11.15	048011184241	MMM.18424.EA
MMM	18444	5" HOOKIT DISC PAD HOLDER	EA	5	28.37	47.28	048011184449	MMM.18444.EA
MMM	18451	(40)6X9 HD HAND PAD 7440B - GRAY	CS	1	85.63	142.73	50048011184512	MMM.18451.CS
MMM	18485	7" S XCS REMOV DISC CR-DH COATING	EA	20	13.73	22.90	048011184852	MMM.18485.EA
MMM	18730	(10)2" 50 ROLOC BRISTLE DISC-GREEN	BX	4	59.54	99.20	50048011187308	MMM.18730.BX
MMM	18732	(10)2" 80G ROLOC BRISTLE DISC	BX	4	59.54	99.20	50048011187322	MMM.18732.BX
MMM	18733	(10)2" 120 ROLOC BRISTLE DISC-WHTE	BX	4	59.54	99.20	50048011187339	MMM.18733.BX
MMM	18734	3" 50G ROLOC BRISTLE DISC	EA	40	9.21	15.34	048011187341	MMM.18734.EA
MMM	18736	3" 80G ROLOC BRISTLE DISC	EA	40	9.21	15.34	048011187365	MMM.18736.EA
MMM	18979	8" LT COATING REMOVAL DISC	EA	20	16.72	27.88	048011189796	MMM.18979.EA
MMM	19008	H180 BOX SEALING TAPE DISP 2" TAPE	EA	6	19.88	33.13	021200190087	MMM.19008.EA
MMM	19218	(50)6" X 24" SAFETYWALK TAPE	CS	1	206.94	344.91	50048011192180	MMM.19218.CS
MMM	19220	***(4)1"X60' BLK SAFETY WALK	CS	1	74.03	123.27	50048011192203	MMM.19220.CS
MMM	19223	4" X 60' BLK SAFETY WALK	EA	1	79.59	132.63	048011192239	MMM.19223.EA
MMM	19224	6"X60' 610 BLACK SAFETYWALK	RL	1	119.32	198.86	50048011192241	MMM.19224.RL
MMM	19235	12"X60'BLACK SAFETY WALK TAPE 610	RL	1	229.41	382.36	048011192352	MMM.19235.RL
MMM	19239	36'X60' BLACK SAFETY-WALK 610	RL	1	724.10	1241.33	048011192390	MMM.19239.RL
MMM	19279	(50)6"X24" SAFETY WALK 510-BLACK	CS	1	269.50	449.15	50048011192791	MMM.19279.CS
MMM	19280	(1)2"X60'BLACK SAFETY-WALK	RL	2	51.92	86.54	048011192802	MMM.19280.RL
MMM	19281	4"X60' ANTI-SLIP	RL	1	103.84	173.07	048011192819	MMM.19281.RL
MMM	19282	6" X 60' ANTI-SLIP	RL	1	155.67	259.44	048011192826	MMM.19282.RL
MMM	19283	SAFETYWALK-CONFORMABLE	RL	1	299.36	498.94	048011192833	MMM.19283.RL
MMM	19288	2"x60' YELOW SAFTYWLK TREAD	RL	2	51.92	92.71	548011192883	MMM.19288.RL
MMM	19292	6"X24"SAFETYWALK TREAD RESLNT	RL	1	232.71	387.85	50048011192920	MMM.19292.RL
MMM	19293	(4)1"X 60' BLK SAFETY WALK	CS	1	89.23	148.72	50048011192937	MMM.19293.CS
MMM	19294	(2)2"X 60' BLK SAFETY WALK	CS	1	89.23	148.72	50048011192944	MMM.19294.CS
MMM	19296	4"X60' BLACK SAFETY WALK	RL	1	89.23	148.72	048011192963	MMM.19296.RL
MMM	19297	6"X60' BLACK SAFETY WALK	CS	1	133.69	240.63	50048011192975	MMM.19297.CS
MMM	19298	12"X60' BLACK SAFETY WALK	RL	1	257.11	428.51	048011192987	MMM.19298.RL
MMM	19299	18"X60' SAFETY-WALK 310 - BLACK	RL	1	385.71	642.86	048011192994	MMM.19299.RL
MMM	19303	(4)1"X6' SAFETY WALK	CS	1	84.44	140.74	50048011193033	MMM.19303.CS
MMM	19304	(2)2"X60'SAFETY WALK CLR	CS	1	84.44	140.74	50048011193040	MMM.19304.CS
MMM	19315	1"X60' SAFETY WALK FINE - WHITE	RL	4	21.11	35.18	048011193151	MMM.19315.RL
MMM	19316	(2)2"X60'SAFETY WALK-WHITE	CS	1	84.44	140.74	50048011193163	MMM.19316.CS
MMM	19317	4" X 60' WHITE FINE	CS	1	84.44	140.74	50048011193170	MMM.19317.CS
MMM	19318	6X60' SAFETY WALK FINE - WHITE	RL	1	126.60	211.00	048011193182	MMM.19318.RL
MMM	19321	1X60YD SAFETY-WALK MED GRAY	RL	4	22.31	37.17	048011193212	MMM.19321.RL
MMM	19322	4"X60' GRAY SAFETY WALK TAPE	RL	1	89.23	148.72	048011193229	MMM.19322.RL
MMM	19323	(2)2"X60'GRAY SAFETY WALK TAPE	CS	1	89.23	148.72	048011193236	MMM.19323.CS
MMM	19324	6X60 MED SAFETY-WALK 370 GRAY	RL	1	133.69	222.81	048011193243	MMM.19324.RL
MMM	19325	MEDIUM RESILIENT TAPES/TREADS	EA	1	257.11	428.51	048011193250	MMM.19325.EA
MMM	19344	X Strength No-Rinse Mark Remover 	QT	12	8.26	14.15		MMM.19344.QT
MMM	19621	(200) P1000 3 X NH P360L IMPERIAL HOOKIT	CS	1	43.09	71.82		MMM.19621.CS
MMM	19629	(100)5" P1000 HOOKIT DF 360L	BX	5	34.20	57.01	50051115196299	MMM.19629.BX
MMM	19630	(100)5" P800 HOOKIT DF 360L	BX	5	30.58	50.80	50051115196305	MMM.19630.BX
MMM	19674	IND SEALANT 800 5oz REDDISH BROWN	TB	36	12.14	20.24	021200196744	MMM.19674.TB
MMM	19718	RUBBER & GASKET ADHESIVE 5oz	TB	36	13.48	22.45	021200197185	MMM.19718.TB
MMM	19776	1"X20YD P400J UTILITY CLOTH 341D	RL	5	16.78	27.96	051115197765	MMM.19776.RL
MMM	19777	1"X20YD UTILITY CLOTH ROLL 314D P32	RL	5	16.78	27.96	051115197772	MMM.19777.RL
MMM	19778	314U 240J ROLL 1 X 20	RL	5	16.78	30.20	051115197789	MMM.19778.RL
MMM	19779	1"X20YD P180J UTILITY CLOTH 341D	RL	5	16.78	27.96	051115197796	MMM.19779.RL
MMM	19781	5CS Utility Cloth Roll 314D, 1 in x 2	RL	5	16.78	30.20	051115197819	MMM.19781.RL
MMM	19782	1"X20YD UTILITY CLOTH ROLL 314D P32	RL	5	17.61	29.36	051115197826	MMM.19782.RL
MMM	19792	UTILITY CLOTH ROLL 314D, 1"X50 YD	RL	5	18.38	33.08	051115197925	MMM.19792.RL
MMM	19795	(5CS) Utility Cloth Roll 314D, 1-1/2 in	RL	5	23.47	41.90	051115197956	MMM.19795.RL
MMM	19796	1-1/2"X20YD UTILITY CLOTH ROLL P320	RL	5	23.47	39.11	051115197963	MMM.19796.RL
MMM	19798	1-1/2"X20YD UTILITY CLOTH ROLL P180	RL	5	23.47	39.11	051115197987	MMM.19798.RL
MMM	19799	1.5"X20YD UTILITY CLOTHROLL 314D P1	RL	5	23.47	39.11	051115197994	MMM.19799.RL
MMM	19800	1.5"X20YD UTILITY CLOTHROLL 314D P1	RL	5	23.47	39.11	051115198007	MMM.19800.RL
MMM	19801	1-1/2"X20YD UTILITY CLOTH ROLL P80	RL	5	24.27	40.45	051115198014	MMM.19801.RL
MMM	19868	HI PERF RBR & GSKT ADH 1300 5oz	TB	36	13.48	22.45	021200198687	MMM.19868.TB
MMM	19871	NEO HP RUBBER/GASKET ADH 1300-YELLOW	QT	12	42.07	70.12	021200198717	MMM.19871.QT
MMM	19892	GRAY-GREEN CONTACT ADHESIVE 1357	QT	12	32.83	55.19	021200198922	MMM.19892.QT
MMM	19897	HIGH PERFORMANCE CONTACT ADHESIVE 1357	5G	1	346.75	594.43	021200198977	MMM.19897.5G
MMM	19927	NEO HP RUBBER/GASKET ADH 1300L-YELLOW	QT	12	37.22	62.03	021200199271	MMM.19927.QT
MMM	19931	4CS Neoprene High Performance Rubber a	GL	4	122.80	219.28	021200199318	MMM.19931.GL
MMM	19970	(20)4X5.25 S/B Polish Pad 46	BX	3	15.09	25.15	048011199702	MMM.19970.BX
MMM	20052	(25) 5" 120g Fibre Disc 381C	BX	1	19.80	33.01	50051144200523	MMM.20052.BX
MMM	20054	(25) 5" 80g Fibre Disc 381C	BX	4	19.63	32.77	50051144200547	MMM.20054.BX
MMM	20124	ALL PURPOSE FIBERGLASS RESIN 1 GALLON	GL	2	35.81	59.67		MMM.20124.GL
MMM	20129	FIBERGLASS MAT	EA	6	5.02	9.05	076308201296	MMM.20129.EA
MMM	20197	(50) DOODLE BUG PAD HOLDER 6472	CS	1	694.32	1249.78	548011201974	MMM.20197.CS
MMM	20206	5" CLEAN SAND PAINTERS PAD	EA	10	23.06	38.42	051141202068	MMM.20206.EA
MMM	20209	AIR LINE EXT FOR ORB SANDER 3/8 x 4'	EA	1	21.49	35.81	051141202099	MMM.20209.EA
MMM	20220	6" R/O 3/32" ORBIT DROP-IN MOTOR	EA	1	120.18	200.30	051122018121	MMM.20220.EA
MMM	20221	6" R/O 3/16" ORBIT DROP-IN MOTOR	EA	1	122.80	204.68	051141202211	MMM.20221.EA
MMM	20222	ROS DROP IN MOTOR 6"5/16" ORBIT	EA	1	122.80	219.29	051141202228	MMM.20222.EA
MMM	20227	2084 METAL SEALANT	EA	36	12.72	22.71	021200202278	MMM.20227.EA
MMM	20233	3" CUT-OFF WHEEL TOOL 1HP	EA	1	294.03	490.06	051141202334	MMM.20233.EA
MMM	20237	DIE GRINDER 1HP 20,000RPM	EA	1	279.25	465.42	051141202372	MMM.20237.EA
MMM	20244	1-1/4" x 3/16" RANDOM ORBITAL SANDER	EA	1	244.08	406.80	051141202440	MMM.20244.EA
MMM	20272	Neoprene Contact Adh 10 Lt Yellow	QT	12	24.54	40.91	021200202728	MMM.20272.QT
MMM	20274	Neoprene Contact Adh 10 Lt Yellow	GL	4	75.03	125.06	021200202742	MMM.20274.GL
MMM	20275	(200/CS) CUT-OFF WHEEL 4-1/2" X 3/64"	EA	200	2.93	5.28	051141202754	MMM.20275.EA
MMM	20276	Neoprene Contact Adh 10 Lt Yellow	5G	1	247.50	412.50	50021200202761	MMM.20276.5G
MMM	20278	5" HOOKIT CLEAN SAND INTERFACE PAD	EA	10	10.27	17.11	051141202785	MMM.20278.EA
MMM	20290	5" CLEAN SAND LO PROFILE PAD 40 HOLES	EA	10	18.57	30.95	051141202907	MMM.20290.EA
MMM	20319	***5" R/O SELF-GEN SANDER 3/16"	EA	1	154.64	257.48	051141203195	MMM.20319.EA
MMM	20331	3"x4" NON-VAC ORBITAL SANDER	EA	1	188.84	314.75	051141203317	MMM.20331.EA
MMM	20333	PAIL SCOTCHWELD CT ADH YELLOW	5G	1	209.00	348.33	50021200203331	MMM.20333.5G
MMM	20338	VACUUM BAG INSERTS	EA	50	1.39	2.31	051141203386	MMM.20338.EA
MMM	20340	HOSE END ADAPTER 1"X1-1/4"INT HOSE TH	EA	10	6.91	12.34	051141203409	MMM.20340.EA
MMM	20341	HOSE FITTING ADAPT 1"INT HOSE THREAD X	EA	10	6.91	12.34	051141203416	MMM.20341.EA
MMM	20342	2-1/2" RANDOM ORBITAL SANDER GRIP	EA	10	6.13	10.95	051141203423	MMM.20342.EA
MMM	20343	2-3/4" RANDOM ORBITAL SANDER GRIP	EA	10	7.30	13.03	051141203430	MMM.20343.EA
MMM	20344	Random Orbital Sander Grip 3"	EA	10	8.82	14.71	051141203447	MMM.20344.EA
MMM	20348	3" LO PROFILE STIKIT PAD 3/8X5/16	EA	10	13.84	23.08	00051141203485	MMM.20348.EA
MMM	20350	3" HOOKIT CLEAN SAND DISC PAD	EA	10	15.14	25.24	051141203508	MMM.20350.EA
MMM	20351	5" LO PROFILE STIKIT PAD FOR 28247	EA	10	16.24	27.07	00051141203515	MMM.20351.EA
MMM	20353	5X3/8 X 5/16-24 CLEAN	EA	10	21.64	36.07	051141203539	MMM.20353.EA
MMM	20354	EPOXY ADH 2216 GRAY B/A PT KIT	KT	6	131.68	219.46	50021200203546	MMM.20354.KT
MMM	20356	6" HOOKIT CLEAN SAND PAD	EA	10	23.44	39.08	051141203560	MMM.20356.EA
MMM	20358	(2)EPOXY ADH 2216 GRAY B/A GAL KIT	CS	1	1078.68	1797.82	50021200203584	MMM.20358.CS
MMM	20427	3" CLEAN SANDING PAD WITH 5 ADAPTERS	EA	5	23.62	39.37	051141204277	MMM.20427.EA
MMM	20431	*** 3" ORBITAL SANDER	EA	1	183.69	305.84	051141204314	MMM.20431.EA
MMM	20432	3"X4" STKIT PAD	EA	10	14.36	23.92	051141204321	MMM.20432.EA
MMM	20433	3X4 HOOKIT PAD-RED	EA	10	14.36	23.92	051141204338	MMM.20433.EA
MMM	20435	3X4 CLEAN SAND PAD 33 HOLES-RED	EA	10	15.96	26.60	051141204352	MMM.20435.EA
MMM	20445	(5) 6X3/4 CLEAN SAND PAD 25 HOLES-BLK	PK	4	13.41	22.34	051141204451	MMM.20445.PK
MMM	20446	CLN SAND DISC PAD 6"52/HOLES	EA	20	2.68	4.82	051141204468	MMM.20446.EA
MMM	20451	4oz AIR TOOL LUBRICANT        	EA	12	4.59	7.64	051141204512	MMM.20451.EA
MMM	20452	LG CLEAN SANDING FILTER BAG	EA	50	3.06	5.10	051141204529	MMM.20452.EA
MMM	20453	1"X1" FILTER BAG ADAPTER	EA	10	6.20	10.33	051141204536	MMM.20453.EA
MMM	20466	AIR TOOL AND COMPRESSOR LUBRICANT QT	EA	12	18.48	33.27	051141204666	MMM.20466.EA
MMM	20507	(20)4X5.5 S/B GRIDDLE SCREEN	PK	10	7.18	11.96	048011205076	MMM.20507.PK
MMM	20511	(10)Doodlebug Pad Holder 6472	CS	1	177.26	295.44	50048011205118	MMM.20511.CS
MMM	20688	(20)6"X3" MED DUTY SCRUB SPONGE 74	CS	1	37.81	63.03	50048011206887	MMM.20688.CS
MMM	20730	2.0 STANDARD UV LID/LINER KIT 125 MICRON	KT	1	106.75	183.06	054596313439	MMM.20730.KT
MMM	20799	(100)6" P240 CLEAN SAND 360L	BX	5	70.18	117.14	50051141207990	MMM.20799.BX
MMM	20800	(100)6" P280 CLEAN SAND 360L	BX	5	70.18	117.14	50051141208003	MMM.20800.BX
MMM	20804	(100)6" P600 CLEAN SAND 360L	BX	5	70.18	117.14	50051141208041	MMM.20804.BX
MMM	20805	(100)6" P800 CLEAN SAND 360L	BX	5	70.18	117.14	50051141208058	MMM.20805.BX
MMM	20806	(100)6" P1000 360L CLEAN SAND	BX	5	70.18	117.14	50051141208065	MMM.20806.BX
MMM	20870	(50)8" P80X PSA CLOTH DISC 348D	BX	5	89.28	149.01	50051144208703	MMM.20870.BX
MMM	20871	(50)8" P60X PSA CLOTH DISC 348D	BX	5	94.14	156.71	30051144208716	MMM.20871.BX
MMM	20874	(50)8" P36X PSA CLOTH DISC 348D	BX	5	109.09	182.04	30051144208747	MMM.20874.BX
